Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Chris Kreider,0.5x0.9,0.5sx1.1,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Vincent Trocheck,0.5x0.85,0.5sx1.1,,2.5x0.9,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,8.05x1,,,,0.5sx1.75,0.5x0.65,
Mika Zibanejad,0.5x0.9,0.5sx1.05,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Adam Fox,,,,1.5x0.85,1.5sx1.1,,,,2.0x1,,,,,,0.5x1,0.5sx2,0.5x0.65,,,,,,,,0.5sx3.75,,
Vladimir Tarasenko,0.5sx1.05,0.5x0.9,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2,,
Alexis Lafreniere,0.5sx1.1,0.5x0.85,,,,2.5x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2,0.5x0.65,
Evan Rodrigues,0.5sx1.2,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx5,,,,,,,,,0.5sx2.75,,
Sam Bennett,0.5sx1.05,0.5x0.9,,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,7.05x1,,,,0.5sx2,0.5x0.65,
Brandon Montour,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx3,,
Alex Wennberg,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx3.5,,
Jack Roslovic,0.5sx1.2,0.5x0.8,,1.5x0.9,1.5sx1.05,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Kaapo Kakko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Eetu Luostarinen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Anton Lundell,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Gustav Forsling,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Kevin Stenlund,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Kyle Okposo,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Jonny Brodzinski,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Jimmy Vesey,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Nick Cousins,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Braden Schneider,,,,,,,2.5sx1.2,2.5x0.8,,,,,,,,,,,,,,,,,,,
Niko Mikkola,,,,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Casey DeSmith,,,,,,,,,,,,,,,,,,,,,11.05x1,,,24.5x1,,,2.5x1
Jacob Markstrom,,,,,,,,,,,,,,,,,,,,,,,,26.5x1,,,3.0x1
J.T. Miller,0.5x0.7,0.5sx1.5,,,,2.5x1,,,,,,,0.5x0.9,0.5sx1.05,,0.5sx1.25,0.5x0.75,,,,9.05x1,,,,0.5sx1.5,0.5x0.7,
Elias Pettersson,0.5x0.7,0.5sx1.5,,,,2.5x1,,,,,,,0.5x0.9,0.5sx1.05,,0.5sx1.25,0.5x0.75,,,,8.55x1,,,,0.5sx1.5,0.5x0.7,
Brock Boeser,0.5x0.8,0.5sx1.2,,,,2.5x1,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Quinn Hughes,0.5x0.75,0.5sx1.25,,2.5sx1.1,2.5x0.9,,,,,,,,0.5x0.8,0.5sx1.2,,0.5sx1.25,0.5x0.75,,,,,,,,0.5sx3.5,,
Nazem Kadri,0.5x0.9,0.5sx1.05,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2,0.5x0.65,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Blake Coleman,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,,,0.5sx5,,,,,,,,,0.5sx1.75,0.5x0.65,
Filip Hronek,,,0.5x1,,,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx3,,,,,,,,,0.5sx6,,
Elias Lindholm,0.5sx1.1,0.5x0.9,,1.5x0.9,1.5sx1.05,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.5,,,,,,,,,0.5sx2.75,,
Yegor Sharangovich,0.5sx1.05,0.5x0.9,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Jonathan Huberdeau,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2.5,,
MacKenzie Weegar,,,,2.5sx1.1,2.5x0.9,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx4.75,,,,,8.05x1,,,,0.5sx4,,
Mikael Backlund,,,0.5x1,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Andrei Kuzmenko,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx2.5,,
Rasmus Andersson,0.5sx1.25,0.5x0.8,,,,,,,2.0x1,,,,0.5sx1.5,0.5x0.7,,0.5sx4.5,,,,,,,,,0.5sx5.5,,
Conor Garland,0.5sx1.2,0.5x0.8,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx5,,,,,,,,,0.5sx2.25,,
Andrew Mangiapane,0.5sx1.2,0.5x0.8,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.5,,
Dryden Hunt,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Daniil Miromanov,,,,,,,,,,,,,,,,0.5sx3.75,,,,,,,,,0.5sx3.75,,
Teddy Blueger,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Vasily Podkolzin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Martin Pospisil,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Connor Zary,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Sam Lafferty,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Ilya Mikheyev,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Pius Suter,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Nils Hoglander,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Noah Juulsen,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Tyler Myers,,,,,,,1.5x0.85,1.5sx1.2,,,,,,,,,,,,,,,,,,,
Daniil Tarasov,,,,,,,,,,,,,,,,,,,,,9.05x1,,,29.5x1,,,3.5x1
Adin Hill,,,,,,,,,,,,,,,,,,,,,11.55x1,,,25.5x1,2.5sx1.1,2.5x0.85,
Jack Eichel,1.5sx1.25,1.5x0.8,,,,4.0x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.25,0.5x0.75,,,,10.05x1,,,,0.5sx1.1,0.5x0.85,
Jonathan Marchessault,0.5x0.8,0.5sx1.2,,,,3.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx1.25,0.5x0.8,
Johnny Gaudreau,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
William Karlsson,0.5x0.8,0.5sx1.2,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Ivan Barbashev,0.5sx1.1,0.5x0.9,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx2,,
Boone Jenner,0.5x0.9,0.5sx1.05,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Shea Theodore,0.5x0.9,0.5sx1.05,,,,2.5x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx4,,
Noah Hanifin,0.5sx1.2,0.5x0.8,,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx3.75,,
Kirill Marchenko,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Ivan Provorov,0.5sx1.25,0.5x0.8,,,,,1.5x0.85,1.5sx1.1,,,,,0.5sx1.25,0.5x0.75,,,,,,,,,,,,,
Cole Sillinger,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.75,,
Chandler Stephenson,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Alex Nylander,0.5sx1.1,0.5x0.9,,,,2.5x1,,,,,,,0.5sx2,0.5x0.65,,0.5sx4.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Nicolas Roy,0.5sx1.1,0.5x0.9,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Anthony Mantha,0.5sx1.2,0.5x0.8,,,,,,,,,,,0.5sx2,0.5x0.65,,0.5sx4,,,,,,,,,0.5sx2.25,,
Brett Howden,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Pavel Dorofeyev,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
William Carrier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Michael Amadio,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Keegan Kolesar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Alexandre Texier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Mikael Pyyhtia,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Brendan Gaunce,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Damon Severson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Mathieu Olivier,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Trey Fix-Wolansky,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Carson Meyer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Dmitri Voronkov,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Erik Gudbranson,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Brayden McNabb,,,,,,,2.5sx1.1,2.5x0.9,,,,,,,,,,,,,,,,,,,
Cam Talbot,,,,,,,,,,,,,,,,,,,,,10.55x1,,,24.5x1,,,2.5x1
Andrei Vasilevskiy,,,,,,,,,,,,,,,,,,,,,12.05x1,,,28.5x1,2.5x0.85,2.5sx1.1,
Nikita Kucherov,1.5sx1.25,1.5x0.75,,,,3.0x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.2,0.5x0.8,,,,9.05x1,,,,0.5sx1.25,0.5x0.75,
Brayden Point,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Victor Hedman,0.5x0.85,0.5sx1.1,,2.5sx1.2,2.5x0.8,,,,1.5x1,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx3.5,,
Brandon Hagel,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx4.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Steven Stamkos,0.5x0.85,0.5sx1.1,,2.5sx1.05,2.5x0.9,,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.75,0.5x0.65,
Adrian Kempe,0.5x0.85,0.5sx1.1,,,,3.0x1,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.25,,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Anze Kopitar,0.5x0.9,0.5sx1.1,,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Kevin Fiala,0.5x0.8,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
