Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
Sonny Milano,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Beck Malenstyn,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Noah Gregor,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Timothy Liljegren,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Connor Dewar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Aliaksei Protas,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Nicholas Robertson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Hendrix Lapierre,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Pontus Holmberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Ivan Miroshnichenko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Bobby McMann,,,,,,2.5x1,,,,,,,,,,,,,,,,,,,0.5sx2.25,,
Matthew Knies,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
David Kampf,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Nic Dowd,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Rasmus Sandin,,,,,,,,,,,,,,,,0.5sx5,,,,,,,,,,,
Martin Fehervary,,,,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,
Jake McCabe,,,,,,,1.5x0.85,1.5sx1.2,,,,,,,,,,,,,,,,,,,
Jake Oettinger,,,,,,,,,,,,,,,,,,,,,11.55x1,,,24.5x1,,,2.5x1
Connor Ingram,,,,,,,,,,,,,,,,,,,,,8.55x1,,,29.5x1,3.5sx1.1,3.5x0.9,
Matt Duchene,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Jason Robertson,0.5x0.75,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Joe Pavelski,0.5x0.85,0.5sx1.1,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Clayton Keller,0.5x0.8,0.5sx1.25,,,,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Roope Hintz,0.5x0.9,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,0.5x0.65,,,,,,,,0.5sx1.5,0.5x0.7,
Mason Marchment,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Tyler Seguin,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,0.5sx2,0.5x0.65,
Wyatt Johnston,0.5x0.9,0.5sx1.05,,,,3.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx1.5,0.5x0.7,
Miro Heiskanen,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx3.5,,
Matias Maccelli,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3.75,,,,,,,,,0.5sx2.75,,
Thomas Harley,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx3.5,,
Jamie Benn,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2,0.5x0.65,,,,,,,,0.5sx2.25,,
Nick Schmaltz,0.5x0.85,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Lawson Crouse,0.5sx1.25,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Nick Bjugstad,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Sean Durzi,0.5sx1.1,0.5x0.85,,,,,2.5sx1.1,2.5x0.85,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,,,,,0.5sx4.75,,
Dylan Guenther,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Logan Stankoven,0.5sx1.1,0.5x0.85,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2,0.5x0.65,
Logan Cooley,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Radek Faksa,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Michael Carcone,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Sam Steel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
John Leonard,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Jack McBain,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Alexander Kerfoot,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Ty Dellandrea,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Chris Tanev,,,,,,,2.5sx1.2,2.5x0.8,,,,,,,,,,,,,,,,,,,
Josh Brown,,,,,,,1.5x0.8,1.5sx1.25,,,,,,,,,,,,,,,,,,,
Marc-Andre Fleury,,,,,,,,,,,,,,,,,,,,,10.05x1,,,27.5x1,2.5x0.85,2.5sx1.1,
David Rittich,,,,,,,,,,,,,,,,,,,,,11.05x1,,,24.5x1,,,2.5x1
Kirill Kaprizov,0.5x0.7,0.5sx1.5,,3.5x0.9,3.5sx1.05,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,9.05x1,,,,0.5sx1.25,0.5x0.75,
Adrian Kempe,0.5x0.8,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.25,,,,,8.55x1,,,,0.5sx1.5,0.5x0.7,
Mats Zuccarello,0.5x0.75,0.5sx1.25,,2.5sx1.2,2.5x0.8,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx2,,
Anze Kopitar,0.5x0.9,0.5sx1.05,,,,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Matt Boldy,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.75,
Kevin Fiala,0.5x0.8,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx2,0.5x0.65,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Quinton Byfield,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3.25,,,,,,,,,0.5sx2,,
Trevor Moore,,,0.5x1,2.5x0.9,2.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,7.05x1,,,,0.5sx1.75,0.5x0.65,
Marco Rossi,0.5sx1.25,0.5x0.8,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx2,0.5x0.65,,0.5sx4.5,,,,,,,,,0.5sx2.25,,
Brock Faber,0.5sx1.1,0.5x0.85,,,,,,,2.0x1,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx4.5,,
Phillip Danault,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,,,,,,,,,,0.5sx2.25,,
Pierre-Luc Dubois,0.5sx1.2,0.5x0.8,,1.5x0.8,1.5sx1.2,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Ryan Hartman,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,,,,,0.5sx1.75,0.5x0.65,
Viktor Arvidsson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2,0.5x0.65,
Drew Doughty,,,0.5x1,,,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.75,,,,,,,,,0.5sx4.25,,
Marcus Johansson,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx3.25,,
Marcus Foligno,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Frederick Gaudreau,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Blake Lizotte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Alex Turcotte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Adam Beckman,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Trevor Lewis,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Marat Khusnutdinov,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Alex Laferriere,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Matt Roy,,,,,,,2.5sx1.1,2.5x0.85,,,,,,,,,,,,,,,,,,,
Mikey Anderson,,,,,,,,,1.5x1,,,,,,,,,,,,,,,,,,
Jake Middleton,,,,,,,2.5sx1.25,2.5x0.8,,,,,,,,,,,,,,,,,,,
