Name,PointsH,PointsL,PointsC,ShotsH,ShotsL,ShotsC,BlockedShotsH,BlockedShotsL,BlockedShotsC,GoalsH,GoalsL,GoalsC,AssistsH,AssistsL,AssistsC,PowerPlayPointsH,PowerPlayPointsL,PowerPlayPointsC,FantasyH,FantasyL,FantasyC,SavesH,SavesL,SavesC,GoalsAgainstH,GoalsAgainstL,GoalsAgainstC
David Perron,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx2,0.5x0.65,,0.5sx3.5,,,,,,,,,0.5sx2.5,,
Artturi Lehkonen,0.5x0.9,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,6.55x1,,,,0.5sx1.5,0.5x0.7,
Bowen Byram,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Patrick Kane,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2,0.5x0.65,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Ross Colton,0.5sx1.25,0.5x0.8,,,,2.0x1,,,,,,,0.5sx2,0.5x0.65,,0.5sx4.75,,,,,,,,,0.5sx2.25,,
Moritz Seider,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.5,,,,,,,,,,,
Zach Parise,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Chris Wagner,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Miles Wood,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Robby Fabbri,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Christian Fischer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Michael Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Andrew Copp,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Joe Veleno,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Joel Kiviranta,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Ryan Johansen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Nikita Kucherov,,,1.5x1,3.5x0.9,3.5sx1.05,,,,,,,,0.5x0.7,0.5sx1.5,,,,0.5x1,,,10.05x1,,,,0.5sx1.1,0.5x0.9,
Alex Ovechkin,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,8.55x1,,,,0.5sx1.25,0.5x0.75,
Brayden Point,0.5x0.7,0.5sx1.5,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx1.25,0.5x0.75,
Victor Hedman,0.5x0.75,0.5sx1.25,,3.5sx2,,,,,,,,,0.5x0.85,0.5sx1.2,,0.5sx1.25,0.5x0.75,,,,7.55x1,,,,0.5sx3,,
Brandon Hagel,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx4.25,,,,,7.05x1,,,,0.5sx1.5,0.5x0.7,
Steven Stamkos,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Dylan Strome,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Max Pacioretty,0.5sx1.1,0.5x0.85,,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,5.55x1,,,,0.5sx2.25,,
John Carlson,0.5x0.85,0.5sx1.1,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx4,,
T.J. Oshie,0.5sx1.1,0.5x0.85,,2.5sx1.25,2.5x0.8,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,6.55x1,,,,0.5sx2,,
Tom Wilson,0.5sx1.2,0.5x0.8,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Anthony Cirelli,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx3,,,,,,,,,0.5sx2,0.5x0.65,
Nicholas Paul,0.5sx1.2,0.5x0.85,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.75,,,,,,,,,0.5sx2.25,,
Michael Sgarbossa,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Sonny Milano,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Michael Eyssimont,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Alex Barre-Boulet,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Connor McMichael,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Mitchell Chaffee,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Tyler Motte,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Conor Sheary,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Beck Malenstyn,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Luke Glendening,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Anthony Mantha,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Aliaksei Protas,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Sam Reinhart,0.5x0.8,0.5sx1.25,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx1.25,0.5x0.8,
Sebastian Aho,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx1.75,0.5x0.65,,,,6.55x1,,,,0.5sx1.5,0.5x0.7,
Carter Verhaeghe,0.5x0.8,0.5sx1.2,,2.5x0.85,2.5sx1.1,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2,0.5x0.65,,,,7.55x1,,,,0.5sx1.25,0.5x0.75,
Matthew Tkachuk,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Aleksander Barkov,0.5x0.75,0.5sx1.25,,2.5sx1.2,2.5x0.8,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx2,,
Seth Jarvis,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Martin Necas,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Teuvo Teravainen,,,,,,,,,,,,,,,,0.5sx4.75,,,,,,,,,0.5sx2.5,,
Michael Bunting,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx2.25,,
Andrei Svechnikov,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,7.05x1,,,,0.5sx1.75,0.5x0.65,
Evan Rodrigues,0.5sx1.25,0.5x0.75,,,,1.5x1,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx3,,
Sam Bennett,0.5sx1.2,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Brent Burns,0.5sx1.1,0.5x0.85,,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.75,,,,,6.05x1,,,,0.5sx3.5,,
Brandon Montour,0.5sx1.1,0.5x0.85,,2.5sx1.05,2.5x0.9,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.5,,,,,6.55x1,,,,0.5sx3.25,,
Brady Skjei,0.5sx1.25,0.5x0.75,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,5.55x1,,,,0.5sx5.5,,
Aaron Ekblad,,,,1.5x0.9,1.5sx1.05,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Anton Lundell,0.5sx1.25,0.5x0.8,,,,,,,,,,,0.5sx2,0.5x0.65,,,,,,,,,,,0.5sx2.25,,
Jordan Staal,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Nick Cousins,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Stefan Noesen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Jordan Martinook,,,,1.5x0.9,1.5sx1.05,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Jesperi Kotkaniemi,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Jack Drury,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Ryan Lomberg,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Eetu Luostarinen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Jesper Fast,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Kevin Stenlund,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Gustav Forsling,,,,,,1.5x1,,,,,,,,,,,,,,,,,,,,,
Sidney Crosby,1.5sx1.2,1.5x0.8,,,,3.5x1,,,,,,,0.5x0.9,0.5sx1.1,,0.5sx1.25,0.5x0.8,,,,,,,,0.5sx1.1,0.5x0.85,
Nick Suzuki,0.5x0.75,0.5sx1.25,,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Cole Caufield,0.5x0.75,0.5sx1.25,,3.5x0.9,3.5sx1.05,,,,,,,,0.5sx1.2,0.5x0.85,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.25,0.5x0.8,
Evgeni Malkin,0.5x0.75,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Erik Karlsson,0.5x0.75,0.5sx1.25,,,,2.5x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.25,0.5x0.75,,,,,,,,0.5sx2.75,,
Mike Matheson,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,,,,,0.5sx4,,
Kris Letang,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.75,,,,,,,,,0.5sx3.25,,
Bryan Rust,0.5x0.8,0.5sx1.2,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,,,,,0.5sx1.25,0.5x0.75,
Josh Anderson,,,,1.5x0.9,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Rickard Rakell,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Brendan Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Lars Eller,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2.25,,
Reilly Smith,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,,,,,0.5sx2,0.5x0.65,
Alex Newhook,0.5sx1.1,0.5x0.85,,1.5x0.9,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3,,,,,,,,,0.5sx2.25,,
Juraj Slafkovsky,,,0.5x1,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx1.75,0.5x0.65,
Jeff Carter,,,,,,,,,,,,,,,,0.5sx5,,,,,,,,,0.5sx3,,
Joel Armia,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,,,,,,,,,,0.5sx2.75,,
Tanner Pearson,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Matthew Phillips,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Drew O'Connor,,,,,,2.0x1,,,,,,,,,,,,,,,,,,,0.5sx3,,
Joshua Roy,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Arber Xhekaj,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Valtteri Puustinen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Jake Evans,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Brandon Gignac,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Matt Duchene,0.5x0.9,0.5sx1.05,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.5,,,,,,,,,0.5sx1.75,0.5x0.65,
Jason Robertson,0.5x0.75,0.5sx1.25,,2.5x0.85,2.5sx1.1,,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,7.55x1,,,,0.5sx1.5,0.5x0.7,
Tim Stutzle,0.5x0.8,0.5sx1.25,,2.5sx1.1,2.5x0.85,,,,,,,,,,0.5x1,0.5sx2,,,,,7.05x1,,,,0.5sx1.75,0.5x0.65,
Joe Pavelski,0.5x0.85,0.5sx1.1,,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,6.55x1,,,,0.5sx1.5,0.5x0.7,
Claude Giroux,0.5x0.8,0.5sx1.2,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx2.25,,,,,6.55x1,,,,0.5sx1.75,0.5x0.65,
Roope Hintz,0.5x0.85,0.5sx1.1,,2.5sx1.2,2.5x0.8,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx1.5,0.5x0.7,
Tyler Seguin,,,0.5x1,2.5sx1.2,2.5x0.85,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.75,,,,,,,,,0.5sx2,,
Brady Tkachuk,0.5x0.85,0.5sx1.2,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2,0.5x0.65,,,,9.55x1,,,,0.5sx1.25,0.5x0.8,
Mason Marchment,0.5sx1.05,0.5x0.9,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx2.25,,
Drake Batherson,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx2.75,,,,,6.05x1,,,,0.5sx2,,
Wyatt Johnston,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.5,,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Vladimir Tarasenko,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2,,
Miro Heiskanen,,,0.5x1,2.5sx1.1,2.5x0.9,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx2,,,,,7.05x1,,,,0.5sx3.25,,
Thomas Harley,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4.25,,,,,6.55x1,,,,0.5sx3.25,,
Jamie Benn,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,,,,,0.5sx2.5,,
Thomas Chabot,,,0.5x1,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.25,,,,,7.55x1,,,,0.5sx4,,
Jakob Chychrun,0.5sx1.1,0.5x0.85,,,,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx3,,,,,7.05x1,,,,0.5sx3.75,,
Josh Norris,0.5sx1.1,0.5x0.85,,,,2.0x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3,,,,,,,,,0.5sx2.25,,
Shane Pinto,0.5sx1.1,0.5x0.9,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx3.25,,,,,,,,,0.5sx2,0.5x0.65,
Craig Smith,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Mathieu Joseph,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Sam Steel,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Parker Kelly,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Ty Dellandrea,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.5,,
Dominik Kubalik,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Jake Sanderson,,,,1.5x0.85,1.5sx1.1,,,,,,,,,,,0.5sx3.25,,,,,,,,,0.5sx5,,
Ridly Greig,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Radek Faksa,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Artemi Panarin,1.5sx1.2,1.5x0.85,,,,3.0x1,,,,,,,0.5x0.8,0.5sx1.25,,0.5sx1.2,0.5x0.85,,,,8.55x1,,,,0.5sx1.25,0.5x0.8,
Jesper Bratt,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Chris Kreider,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.5,0.5x0.7,,,,8.55x1,,,,0.5sx1.2,0.5x0.8,
Vincent Trocheck,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,9.55x1,,,,0.5sx1.25,0.5x0.75,
Mika Zibanejad,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
Jack Hughes,1.5sx1.2,1.5x0.85,,4.5sx1.1,4.5x0.85,,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.25,0.5x0.8,,,,10.05x1,,,,0.5sx1.1,0.5x0.85,
Adam Fox,0.5x0.85,0.5sx1.1,,,,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx4,,
Tyler Toffoli,0.5x0.85,0.5sx1.2,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx1.75,0.5x0.65,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Nico Hischier,0.5x0.8,0.5sx1.2,,2.5x0.9,2.5sx1.1,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.75,0.5x0.65,,,,7.05x1,,,,0.5sx1.5,0.5x0.7,
Alexis Lafreniere,,,,,,,,,,,,,,,,,,,,,6.05x1,,,,0.5sx1.75,0.5x0.65,
Timo Meier,0.5sx1.1,0.5x0.9,,,,2.5x1,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx4.5,,,,,6.55x1,,,,0.5sx2,0.5x0.65,
Jacob Trouba,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Erik Haula,0.5sx1.2,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.5,,
Ondrej Palat,0.5sx1.2,0.5x0.85,,,,,,,,,,,0.5sx1.5,0.5x0.7,,,,,,,,,,,0.5sx2.75,,
Luke Hughes,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.2,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,,,,,0.5sx4.25,,
Barclay Goodrow,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Curtis Lazar,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5,,
Jimmy Vesey,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Jonny Brodzinski,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Nathan Bastian,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.25,,
Adam Edstrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Alexander Holtz,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Dawson Mercer,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3,,
Will Cuylle,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Matt Rempe,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.75,,
Kaapo Kakko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx2.5,,
Robert Thomas,0.5x0.75,0.5sx1.25,,,,2.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.75,0.5x0.65,
Noah Dobson,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.05,0.5x0.9,,0.5sx2.25,,,,,8.55x1,,,,0.5sx3.5,,
Mathew Barzal,1.5sx1.25,1.5x0.75,,,,3.0x1,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,8.55x1,,,,0.5sx1.25,0.5x0.75,
Bo Horvat,0.5x0.75,0.5sx1.25,,,,3.0x1,,,,,,,0.5sx1.1,0.5x0.9,,0.5sx2,0.5x0.65,,,,8.05x1,,,,0.5sx1.25,0.5x0.75,
Brock Nelson,0.5x0.85,0.5sx1.2,,,,3.0x1,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,7.55x1,,,,0.5sx1.25,0.5x0.75,
Pavel Buchnevich,0.5x0.8,0.5sx1.25,,,,2.5x1,,,,,,,0.5sx1.1,0.5x0.85,,0.5sx1.75,0.5x0.65,,,,7.05x1,,,,0.5sx1.5,0.5x0.7,
Jordan Kyrou,0.5x0.8,0.5sx1.25,,3.5sx1.1,3.5x0.85,,,,,,,,0.5sx1.2,0.5x0.8,,0.5sx1.5,0.5x0.7,,,,8.05x1,,,,0.5sx1.5,0.5x0.7,
Kyle Palmieri,,,0.5x1,,,2.5x1,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx3.25,,,,,6.55x1,,,,0.5sx1.75,0.5x0.65,
Kevin Hayes,0.5sx1.2,0.5x0.8,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.5,0.5x0.7,,0.5sx4,,,,,,,,,0.5sx3,,
Brayden Schenn,,,0.5x1,,,2.0x1,,,,,,,0.5sx1.25,0.5x0.8,,0.5sx2.5,,,,,,,,,0.5sx2.25,,
Anders Lee,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx2,0.5x0.65,,,,,,,6.55x1,,,,0.5sx1.75,0.5x0.65,
Torey Krug,0.5sx1.1,0.5x0.85,,2.5sx1.1,2.5x0.85,,,,,,,,0.5sx1.25,0.5x0.75,,0.5sx2.25,,,,,6.55x1,,,,0.5sx4.75,,
Jake Neighbours,0.5sx1.1,0.5x0.85,,1.5x0.8,1.5sx1.25,,,,,,,,0.5sx1.75,0.5x0.65,,0.5sx2.5,,,,,,,,,0.5sx2,0.5x0.65,
Pierre Engvall,0.5sx1.1,0.5x0.85,,1.5x0.85,1.5sx1.1,,,,,,,,0.5sx1.75,0.5x0.65,,,,,,,,,,,0.5sx2.5,,
Jean-Gabriel Pageau,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.5,,
Brandon Saad,,,,,,,,,,,,,,,,0.5sx4.75,,,,,,,,,0.5sx2.5,,
Colton Parayko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Oskar Sundqvist,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Ryan Pulock,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.5,,
Kasperi Kapanen,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4.25,,
Alexey Toropchenko,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.75,,
Simon Holmstrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Oliver Wahlstrom,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx4,,
Zachary Bolduc,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx3.25,,
Nathan Walker,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Matt Martin,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx5.75,,
Cal Clutterbuck,,,,,,,,,,,,,,,,,,,,,,,,,0.5sx6,,
Mike Reilly,,,,1.5x0.85,1.5sx1.2,,,,,,,,,,,,,,,,,,,,,,
David Pastrnak,,,1.5x1,,,4.5x1,,,,,,,0.5x0.85,0.5sx1.1,,0.5sx1.1,0.5x0.85,,,,,,,,,,0.5x1
Brad Marchand,0.5x0.75,0.5sx1.25,,2.5sx1.1,2.5x0.9,,,,,,,,,,0.5x1,0.5sx1.5,0.5x0.7,,,,,,,,0.5sx1.5,0.5x0.7,
