Name,PitcherStrikeoutsC,PitcherStrikeoutsH,PitcherStrikeoutsL,PitcherWalksC,PitcherWalksH,PitcherWalksL,HitsAllowedC,HitsAllowedH,HitsAllowedL,RunsAllowedC,RunsAllowedH,RunsAllowedL,TotalBasesC,TotalBasesH,TotalBasesL,HitsC,HitsH,HitsL,RunsC,RunsH,RunsL,RBIsC,RBIsH,RBIsL,HitsRunsRBIsC,HitsRunsRBIsH,HitsRunsRBIsL,SinglesC,SinglesH,SinglesL,DoublesC,DoublesH,DoublesL,StolenBasesC,StolenBasesH,StolenBasesL,BatterStrikeoutsC,BatterStrikeoutsH,BatterStrikeoutsL,BatterWalksC,BatterWalksH,BatterWalksL,FantasyC,FantasyH,FantasyL
Oneil Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5x1,,
Rafael Devers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5x1,,
Gunnar Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5x1,,
Jarren Duran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5x1,,
